Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
D1,17/02/2019,0:00:00,Ein Frankfurt,M'gladbach,1,1,D,1,0,H,asasd,12,14,3,5,12,8,8,7,3,1,0,0
D1,17/02/2019,0:00:00,Leverkusen,Fortuna Dusseldorf,2,0,H,1,0,H,asasd,13,3,7,0,6,11,5,4,1,3,0,0
D1,18/02/2019,0:00:00,Nurnberg,Dortmund,0,0,D,0,0,D,asasd,7,17,2,6,8,9,3,11,1,1,0,0
D1,22/02/2019,0:00:00,Werder Bremen,Stuttgart,1,1,D,1,1,D,asasd,15,8,4,3,7,9,4,2,1,3,0,0
D1,23/02/2019,0:00:00,Bayern Munich,Hertha,1,0,H,0,0,D,asasd,12,9,4,2,12,6,11,3,2,0,0,1
D1,23/02/2019,0:00:00,Fortuna Dusseldorf,Nurnberg,2,1,H,0,1,A,asasd,19,5,7,2,14,7,7,3,3,4,0,1
D1,23/02/2019,0:00:00,Freiburg,Augsburg,5,1,H,3,0,H,asasd,19,14,11,4,13,16,8,1,0,3,0,1
D1,23/02/2019,0:00:00,Mainz,Schalke 04,3,0,H,1,0,H,asasd,21,10,6,3,10,15,1,3,4,2,0,0
D1,23/02/2019,0:00:00,M'gladbach,Wolfsburg,0,3,A,0,1,A,asasd,15,5,5,3,14,11,12,1,2,1,0,0
D1,24/02/2019,0:00:00,Dortmund,Leverkusen,3,2,H,2,1,H,asasd,9,13,4,4,10,9,3,8,1,2,0,0
D1,24/02/2019,0:00:00,Hannover,Ein Frankfurt,0,3,A,0,0,D,asasd,11,14,3,8,11,12,3,5,1,1,0,0
D1,25/02/2019,0:00:00,RB Leipzig,Hoffenheim,1,1,D,0,1,A,asasd,15,7,4,4,16,21,6,4,0,1,0,0
D1,1/3/2019,0:00:00,Augsburg,Dortmund,2,1,H,1,0,H,asasd,9,18,4,8,15,11,1,4,1,2,0,0
D1,2/3/2019,0:00:00,Ein Frankfurt,Hoffenheim,3,2,H,1,1,D,asasd,18,20,10,7,8,16,4,3,0,3,0,1
D1,2/3/2019,0:00:00,Hertha,Mainz,2,1,H,0,0,D,asasd,11,13,4,1,13,10,4,1,0,2,0,0
D1,2/3/2019,0:00:00,Leverkusen,Freiburg,2,0,H,1,0,H,asasd,17,8,5,3,11,7,7,2,0,0,0,0
D1,2/3/2019,0:00:00,M'gladbach,Bayern Munich,1,5,A,1,2,A,asasd,11,19,2,14,6,11,1,9,2,2,0,0
D1,2/3/2019,0:00:00,Nurnberg,RB Leipzig,0,1,A,0,1,A,asasd,7,12,1,5,8,17,5,8,2,3,0,0
D1,2/3/2019,0:00:00,Schalke 04,Fortuna Dusseldorf,0,4,A,0,1,A,asasd,7,13,2,5,16,16,1,1,4,2,0,0
D1,3/3/2019,0:00:00,Stuttgart,Hannover,5,1,H,3,0,H,asasd,14,3,8,1,15,16,7,0,2,2,0,0
D1,3/3/2019,0:00:00,Wolfsburg,Werder Bremen,1,1,D,0,0,D,asasd,13,12,5,3,8,22,6,4,0,2,0,0
D1,8/3/2019,0:00:00,Werder Bremen,Schalke 04,4,2,H,1,1,D,asasd,20,14,7,8,17,10,4,5,2,1,0,0
D1,9/3/2019,0:00:00,Bayern Munich,Wolfsburg,6,0,H,2,0,H,asasd,22,4,12,1,9,6,7,2,0,1,0,0
D1,9/3/2019,0:00:00,Dortmund,Stuttgart,3,1,H,0,0,D,asasd,18,7,8,1,6,10,7,1,3,3,0,0
D1,9/3/2019,0:00:00,Freiburg,Hertha,2,1,H,1,0,H,asasd,10,16,4,6,10,14,3,6,1,3,0,0
D1,9/3/2019,0:00:00,Mainz,M'gladbach,0,1,A,0,0,D,asasd,15,11,2,4,12,4,2,6,2,0,0,0
D1,9/3/2019,0:00:00,RB Leipzig,Augsburg,0,0,D,0,0,D,asasd,17,5,4,3,13,9,7,4,1,1,0,0
D1,10/3/2019,0:00:00,Hannover,Leverkusen,2,3,A,0,2,A,asasd,11,15,5,5,14,15,6,6,3,1,0,0
D1,10/3/2019,0:00:00,Hoffenheim,Nurnberg,2,1,H,1,0,H,asasd,18,11,6,5,10,7,8,3,3,2,0,0
D1,11/3/2019,0:00:00,Fortuna Dusseldorf,Ein Frankfurt,0,3,A,0,0,D,asasd,7,15,3,6,9,14,1,5,1,2,0,0
D1,15/03/2019,0:00:00,M'gladbach,Freiburg,1,1,D,1,1,D,asasd,13,10,2,2,10,13,10,6,0,3,0,0
D1,16/03/2019,0:00:00,Augsburg,Hannover,3,1,H,0,1,A,asasd,22,13,10,4,11,10,2,3,1,4,0,0
D1,16/03/2019,0:00:00,Hertha,Dortmund,2,3,A,2,1,H,asasd,7,25,4,8,10,5,4,10,3,3,2,0
D1,16/03/2019,0:00:00,Schalke 04,RB Leipzig,0,1,A,0,1,A,asasd,14,15,3,4,12,16,0,6,1,1,0,0
D1,16/03/2019,0:00:00,Stuttgart,Hoffenheim,1,1,D,0,1,A,asasd,13,21,2,8,10,15,4,9,4,2,0,0
D1,16/03/2019,0:00:00,Wolfsburg,Fortuna Dusseldorf,5,2,H,1,1,D,asasd,19,18,10,6,15,9,7,5,1,1,0,0
D1,17/03/2019,0:00:00,Bayern Munich,Mainz,6,0,H,3,0,H,asasd,22,7,11,1,7,5,13,2,1,0,0,0
D1,17/03/2019,0:00:00,Ein Frankfurt,Nurnberg,1,0,H,1,0,H,asasd,24,9,4,3,4,13,8,3,0,2,0,0
D1,17/03/2019,0:00:00,Leverkusen,Werder Bremen,1,3,A,0,2,A,asasd,15,10,2,5,8,11,10,3,3,2,0,0
D1,29/03/2019,0:00:00,Hoffenheim,Leverkusen,4,1,H,1,1,D,asasd,13,18,5,6,8,6,4,7,2,2,0,0
D1,30/03/2019,0:00:00,Dortmund,Wolfsburg,2,0,H,0,0,D,asasd,11,7,5,3,11,13,5,4,0,3,0,0
D1,30/03/2019,0:00:00,Fortuna Dusseldorf,M'gladbach,3,1,H,3,0,H,asasd,8,13,4,6,14,13,1,2,2,3,0,0
D1,30/03/2019,0:00:00,Freiburg,Bayern Munich,1,1,D,1,1,D,asasd,12,26,5,8,8,9,1,7,3,1,0,0
D1,30/03/2019,0:00:00,Nurnberg,Augsburg,3,0,H,0,0,D,asasd,12,14,4,3,8,12,4,4,1,3,0,0
D1,30/03/2019,0:00:00,RB Leipzig,Hertha,5,0,H,2,0,H,asasd,21,6,9,0,7,6,6,3,1,1,0,0
D1,30/03/2019,0:00:00,Werder Bremen,Mainz,3,1,H,2,0,H,asasd,8,12,4,5,11,9,7,8,0,1,0,0
D1,31/03/2019,0:00:00,Ein Frankfurt,Stuttgart,3,0,H,1,0,H,asasd,11,10,5,3,13,10,5,5,2,1,0,0
D1,31/03/2019,0:00:00,Hannover,Schalke 04,0,1,A,0,1,A,asasd,15,6,3,3,16,17,8,2,1,1,0,0
D1,5/4/2019,0:00:00,Mainz,Freiburg,5,0,H,3,0,H,asasd,9,17,5,5,17,7,2,7,3,1,0,0
D1,6/4/2019,0:00:00,Bayern Munich,Dortmund,5,0,H,4,0,H,asasd,22,5,10,1,9,12,11,1,1,2,0,0
D1,6/4/2019,0:00:00,Hertha,Fortuna Dusseldorf,1,2,A,1,1,D,asasd,13,13,3,7,18,11,2,6,2,1,0,0
D1,6/4/2019,0:00:00,Leverkusen,RB Leipzig,2,4,A,2,1,H,asasd,11,8,4,4,10,12,6,2,2,1,0,0
D1,6/4/2019,0:00:00,Schalke 04,Ein Frankfurt,1,2,A,1,1,D,asasd,6,16,4,5,16,8,3,6,5,1,1,0
D1,6/4/2019,0:00:00,Stuttgart,Nurnberg,1,1,D,0,1,A,asasd,14,19,4,6,8,11,12,5,1,3,0,0
D1,6/4/2019,0:00:00,Wolfsburg,Hannover,3,1,H,1,1,D,asasd,13,11,5,4,9,11,9,2,1,2,0,0
D1,7/4/2019,0:00:00,Augsburg,Hoffenheim,0,4,A,0,1,A,asasd,8,18,0,9,9,10,4,3,1,1,0,0
D1,7/4/2019,0:00:00,M'gladbach,Werder Bremen,1,1,D,0,0,D,asasd,15,12,3,6,7,6,7,1,2,2,0,0
D1,12/4/2019,0:00:00,Nurnberg,Schalke 04,1,1,D,0,0,D,asasd,17,16,6,2,12,13,11,9,1,2,0,0
D1,13/04/2019,0:00:00,Dortmund,Mainz,2,1,H,2,0,H,asasd,11,17,7,9,10,6,4,4,0,1,0,0
D1,13/04/2019,0:00:00,Hannover,M'gladbach,0,1,A,0,0,D,asasd,12,18,5,9,10,8,3,12,0,0,0,0
D1,13/04/2019,0:00:00,RB Leipzig,Wolfsburg,2,0,H,2,0,H,asasd,21,6,10,2,19,12,9,3,1,1,0,0
D1,13/04/2019,0:00:00,Stuttgart,Leverkusen,0,1,A,0,0,D,asasd,13,18,5,5,13,11,7,6,1,0,1,0
D1,13/04/2019,0:00:00,Werder Bremen,Freiburg,2,1,H,0,0,D,asasd,17,9,7,5,18,7,7,3,1,3,0,0
D1,14/04/2019,0:00:00,Ein Frankfurt,Augsburg,1,3,A,1,2,A,asasd,17,18,4,6,17,9,8,2,3,1,1,0
D1,14/04/2019,0:00:00,Fortuna Dusseldorf,Bayern Munich,1,4,A,0,2,A,asasd,7,21,2,10,11,8,2,6,1,0,0,0
D1,14/04/2019,0:00:00,Hoffenheim,Hertha,2,0,H,1,0,H,asasd,30,5,7,2,8,16,9,3,1,0,0,0
D1,20/04/2019,0:00:00,Augsburg,Stuttgart,6,0,H,3,0,H,asasd,24,14,13,4,13,6,9,4,0,0,0,0
D1,20/04/2019,0:00:00,Bayern Munich,Werder Bremen,1,0,H,0,0,D,asasd,28,3,7,0,10,12,14,3,0,2,0,1
D1,20/04/2019,0:00:00,Leverkusen,Nurnberg,2,0,H,0,0,D,asasd,20,5,9,1,11,7,11,1,0,0,0,0
D1,20/04/2019,0:00:00,Mainz,Fortuna Dusseldorf,3,1,H,1,1,D,asasd,21,17,5,7,10,14,3,7,0,3,0,0
D1,20/04/2019,0:00:00,M'gladbach,RB Leipzig,1,2,A,0,1,A,asasd,14,14,4,4,13,14,2,4,0,2,0,0
D1,20/04/2019,0:00:00,Schalke 04,Hoffenheim,2,5,A,0,2,A,asasd,15,11,5,6,13,15,6,1,2,3,0,0
D1,21/04/2019,0:00:00,Freiburg,Dortmund,0,4,A,0,1,A,asasd,9,10,2,6,10,6,5,3,2,0,0,0
D1,21/04/2019,0:00:00,Hertha,Hannover,0,0,D,0,0,D,asasd,16,13,3,5,13,9,5,8,4,1,0,0
D1,22/04/2019,0:00:00,Wolfsburg,Ein Frankfurt,1,1,D,0,0,D,asasd,21,12,8,3,10,8,13,6,2,3,0,0
D1,26/04/2019,0:00:00,Augsburg,Leverkusen,1,4,A,1,1,D,asasd,8,13,2,7,11,8,3,3,1,0,0,0
D1,27/04/2019,0:00:00,Dortmund,Schalke 04,2,4,A,1,2,A,asasd,8,8,2,4,9,18,2,4,0,6,2,0
D1,27/04/2019,0:00:00,Ein Frankfurt,Hertha,0,0,D,0,0,D,asasd,10,10,4,3,13,15,2,4,0,5,0,1
D1,27/04/2019,0:00:00,Fortuna Dusseldorf,Werder Bremen,4,1,H,2,1,H,asasd,13,18,6,9,10,13,4,9,1,3,0,0
D1,27/04/2019,0:00:00,Hannover,Mainz,1,0,H,0,0,D,asasd,7,23,3,4,10,14,4,7,2,1,0,0
D1,27/04/2019,0:00:00,RB Leipzig,Freiburg,2,1,H,1,0,H,asasd,15,14,4,8,15,15,5,4,3,5,0,0
D1,27/04/2019,0:00:00,Stuttgart,M'gladbach,1,0,H,0,0,D,asasd,13,17,6,4,18,8,2,7,2,1,0,0
D1,28/04/2019,0:00:00,Hoffenheim,Wolfsburg,1,4,A,1,1,D,asasd,19,22,7,10,13,9,9,3,2,2,0,0
D1,28/04/2019,0:00:00,Nurnberg,Bayern Munich,1,1,D,0,0,D,asasd,9,18,4,6,11,8,5,5,1,2,0,0
D1,3/5/2019,0:00:00,Mainz,RB Leipzig,3,3,D,1,2,A,asasd,14,15,6,5,14,12,6,4,1,1,0,0
D1,4/5/2019,0:00:00,Bayern Munich,Hannover,3,1,H,2,0,H,asasd,27,2,14,1,9,5,11,0,0,3,0,1
D1,4/5/2019,0:00:00,Hertha,Stuttgart,3,1,H,2,0,H,asasd,11,14,6,1,13,17,2,5,1,1,0,0
D1,4/5/2019,0:00:00,M'gladbach,Hoffenheim,2,2,D,0,1,A,asasd,10,26,5,9,10,18,2,7,2,4,0,0
D1,4/5/2019,0:00:00,Werder Bremen,Dortmund,2,2,D,0,2,A,asasd,14,21,4,8,17,7,4,8,2,1,0,0
D1,4/5/2019,0:00:00,Wolfsburg,Nurnberg,2,0,H,1,0,H,asasd,10,12,4,3,8,12,4,5,0,0,0,0
D1,5/5/2019,0:00:00,Freiburg,Fortuna Dusseldorf,1,1,D,1,1,D,asasd,9,16,3,3,12,11,5,4,2,3,1,0
D1,5/5/2019,0:00:00,Leverkusen,Ein Frankfurt,6,1,H,6,1,H,asasd,17,4,11,2,3,11,1,4,0,3,0,0
D1,5/5/2019,0:00:00,Schalke 04,Augsburg,0,0,D,0,0,D,asasd,14,7,3,3,4,7,7,4,1,0,0,0
D1,11/5/2019,0:00:00,Augsburg,Hertha,3,4,A,1,0,H,asasd,5,24,3,8,11,4,1,9,0,1,0,0
D1,11/5/2019,0:00:00,Dortmund,Fortuna Dusseldorf,3,2,H,1,0,H,asasd,15,8,5,3,11,12,2,4,1,0,0,1
D1,11/5/2019,0:00:00,Hannover,Freiburg,3,0,H,1,0,H,asasd,18,5,6,1,15,12,5,3,0,2,0,0
D1,11/5/2019,0:00:00,Hoffenheim,Werder Bremen,0,1,A,0,1,A,asasd,19,11,3,6,16,10,1,4,3,4,0,0
D1,11/5/2019,0:00:00,Leverkusen,Schalke 04,1,1,D,1,0,H,asasd,18,8,5,3,10,10,4,4,2,1,0,0
D1,11/5/2019,0:00:00,Nurnberg,M'gladbach,0,4,A,0,0,D,asasd,12,16,2,5,4,14,1,5,0,2,0,0
D1,11/5/2019,0:00:00,RB Leipzig,Bayern Munich,0,0,D,0,0,D,asasd,10,11,3,5,11,9,1,6,0,2,0,0
D1,11/5/2019,0:00:00,Stuttgart,Wolfsburg,3,0,H,1,0,H,asasd,11,8,4,2,14,10,4,3,1,2,0,0
D1,12/5/2019,0:00:00,Ein Frankfurt,Mainz,0,2,A,0,0,D,asasd,13,15,4,4,10,20,9,6,1,1,0,0
D1,18/05/2019,0:00:00,Bayern Munich,Ein Frankfurt,5,1,H,1,0,H,asasd,23,6,14,2,7,13,5,3,2,2,0,0
D1,18/05/2019,0:00:00,Fortuna Dusseldorf,Hannover,2,1,H,0,0,D,asasd,15,14,7,3,13,9,2,7,2,1,0,0
D1,18/05/2019,0:00:00,Freiburg,Nurnberg,5,1,H,2,0,H,asasd,18,14,8,5,15,9,4,2,2,1,0,0
D1,18/05/2019,0:00:00,Hertha,Leverkusen,1,5,A,1,2,A,asasd,9,13,4,8,10,14,4,3,1,1,0,0
D1,18/05/2019,0:00:00,Mainz,Hoffenheim,4,2,H,0,2,A,asasd,22,19,12,7,17,9,8,5,2,4,0,1
D1,18/05/2019,0:00:00,M'gladbach,Dortmund,0,2,A,0,1,A,asasd,7,12,0,3,8,6,2,2,1,1,0,0
D1,18/05/2019,0:00:00,Schalke 04,Stuttgart,0,0,D,0,0,D,asasd,12,16,3,8,10,8,7,5,0,1,0,0
D1,18/05/2019,0:00:00,Werder Bremen,RB Leipzig,2,1,H,1,0,H,asasd,6,10,3,3,16,12,3,9,2,2,0,0
D1,18/05/2019,0:00:00,Wolfsburg,Augsburg,8,1,H,3,0,H,asasd,18,12,10,4,5,11,6,5,0,2,0,0
D1,16/08/2019,19:30,Bayern Munich,Hertha,2,2,D,1,2,A,asasd,17,6,7,3,6,17,12,0,3,3,0,0
D1,17/08/2019,14:30,Dortmund,Augsburg,5,1,H,1,1,D,asasd,23,5,10,1,8,6,10,0,0,0,0,0
D1,17/08/2019,14:30,Freiburg,Mainz,3,0,H,0,0,D,asasd,19,19,8,5,6,15,5,5,1,3,0,0
D1,17/08/2019,14:30,Leverkusen,Paderborn,3,2,H,2,2,D,asasd,13,11,4,6,8,9,6,6,2,0,0,0
D1,17/08/2019,14:30,Werder Bremen,Fortuna Dusseldorf,1,3,A,0,1,A,asasd,23,12,10,7,8,13,14,5,0,2,0,0
D1,17/08/2019,14:30,Wolfsburg,FC Koln,2,1,H,1,0,H,asasd,14,11,5,2,14,18,2,6,1,3,0,0
D1,17/08/2019,17:30,M'gladbach,Schalke 04,0,0,D,0,0,D,asasd,16,8,4,1,8,10,8,3,3,2,0,0
D1,18/08/2019,14:30,Ein Frankfurt,Hoffenheim,1,0,H,1,0,H,asasd,17,10,8,1,16,9,10,5,3,1,0,0
D1,18/08/2019,17:00,Union Berlin,RB Leipzig,0,4,A,0,3,A,asasd,13,14,2,8,14,5,3,6,1,0,0,0
D1,23/08/2019,19:30,FC Koln,Dortmund,1,3,A,1,0,H,asasd,13,14,1,6,11,10,7,8,2,1,0,0
D1,24/08/2019,14:30,Augsburg,Union Berlin,1,1,D,0,0,D,asasd,12,13,4,1,16,19,3,4,3,1,0,1
D1,24/08/2019,14:30,Fortuna Dusseldorf,Leverkusen,1,3,A,0,3,A,asasd,11,11,6,7,14,10,1,5,3,2,0,0
D1,24/08/2019,14:30,Hoffenheim,Werder Bremen,3,2,H,0,1,A,asasd,10,18,3,6,13,15,3,6,2,5,0,1
D1,24/08/2019,14:30,Mainz,M'gladbach,1,3,A,1,1,D,asasd,21,15,4,6,12,14,3,5,2,2,0,0
D1,24/08/2019,14:30,Paderborn,Freiburg,1,3,A,1,2,A,asasd,15,9,2,4,20,6,9,5,3,1,0,0
D1,24/08/2019,17:30,Schalke 04,Bayern Munich,0,3,A,0,1,A,asasd,9,10,2,6,11,10,3,4,0,0,0,0
D1,25/08/2019,14:30,RB Leipzig,Ein Frankfurt,2,1,H,1,0,H,asasd,13,11,5,5,10,13,4,1,2,3,0,0
D1,25/08/2019,17:00,Hertha,Wolfsburg,0,3,A,0,1,A,asasd,8,9,2,4,15,11,2,5,1,0,0,0
D1,30/08/2019,19:30,M'gladbach,RB Leipzig,1,3,A,0,1,A,asasd,11,14,3,6,17,19,9,5,3,2,0,0
D1,31/08/2019,14:30,Bayern Munich,Mainz,6,1,H,2,1,H,asasd,19,7,10,4,16,12,10,1,3,3,0,0
D1,31/08/2019,14:30,Freiburg,FC Koln,1,2,A,1,0,H,asasd,14,9,1,3,6,15,5,6,0,2,0,0
D1,31/08/2019,14:30,Leverkusen,Hoffenheim,0,0,D,0,0,D,asasd,20,6,2,1,7,11,19,0,2,2,0,0
D1,31/08/2019,14:30,Schalke 04,Hertha,3,0,H,1,0,H,asasd,9,9,2,3,13,9,5,3,1,1,0,0
D1,31/08/2019,14:30,Wolfsburg,Paderborn,1,1,D,0,1,A,asasd,15,7,5,3,8,12,8,3,0,3,0,0
D1,31/08/2019,17:30,Union Berlin,Dortmund,3,1,H,1,1,D,asasd,15,13,7,2,13,2,7,4,0,0,0,0
D1,1/9/2019,14:30,Werder Bremen,Augsburg,3,2,H,2,1,H,asasd,15,12,5,6,9,11,4,2,1,4,0,1
D1,1/9/2019,17:00,Ein Frankfurt,Fortuna Dusseldorf,2,1,H,0,1,A,asasd,15,14,8,4,13,15,4,1,2,4,0,0
D1,13/09/2019,19:30,Fortuna Dusseldorf,Wolfsburg,1,1,D,1,1,D,asasd,12,15,3,6,7,14,3,8,0,2,0,0
D1,14/09/2019,14:30,Augsburg,Ein Frankfurt,2,1,H,2,0,H,asasd,9,23,6,3,8,8,2,11,2,1,0,0
D1,14/09/2019,14:30,Dortmund,Leverkusen,4,0,H,1,0,H,asasd,11,22,9,12,9,11,3,3,0,3,0,0
D1,14/09/2019,14:30,FC Koln,M'gladbach,0,1,A,0,1,A,asasd,14,15,7,4,22,17,4,7,2,2,0,0
D1,14/09/2019,14:30,Mainz,Hertha,2,1,H,1,0,H,asasd,14,16,5,8,16,11,6,3,2,2,0,0
D1,14/09/2019,14:30,Union Berlin,Werder Bremen,1,2,A,1,1,D,asasd,12,16,5,7,23,10,7,4,3,4,1,1
D1,14/09/2019,17:30,RB Leipzig,Bayern Munich,1,1,D,1,1,D,asasd,12,14,6,7,11,4,3,6,4,2,0,0
D1,15/09/2019,14:30,Hoffenheim,Freiburg,0,3,A,0,2,A,asasd,22,16,5,8,10,6,12,4,0,2,0,0
D1,15/09/2019,17:00,Paderborn,Schalke 04,1,5,A,1,1,D,asasd,9,18,1,11,17,12,3,5,2,1,0,0
D1,20/09/2019,19:30,Schalke 04,Mainz,2,1,H,1,0,H,asasd,19,14,6,3,7,15,5,5,1,1,0,0
D1,21/09/2019,14:30,Bayern Munich,FC Koln,4,0,H,1,0,H,asasd,24,16,5,2,15,20,12,4,4,0,0,1
D1,21/09/2019,14:30,Freiburg,Augsburg,1,1,D,1,1,D,asasd,17,12,5,2,13,13,7,4,1,1,0,0
D1,21/09/2019,14:30,Hertha,Paderborn,2,1,H,1,0,H,asasd,6,17,4,8,13,15,1,8,4,4,0,0
D1,21/09/2019,14:30,Leverkusen,Union Berlin,2,0,H,2,0,H,asasd,20,4,7,0,10,10,8,1,0,1,0,1
D1,21/09/2019,17:30,Werder Bremen,RB Leipzig,0,3,A,0,2,A,asasd,11,14,1,7,11,13,4,7,0,3,0,1
D1,22/09/2019,14:30,M'gladbach,Fortuna Dusseldorf,2,1,H,0,1,A,asasd,23,18,11,4,14,11,10,4,2,3,0,0
D1,22/09/2019,17:00,Ein Frankfurt,Dortmund,2,2,D,1,1,D,asasd,17,15,3,7,18,10,5,8,2,2,0,0
D1,23/09/2019,19:30,Wolfsburg,Hoffenheim,1,1,D,1,1,D,asasd,12,11,4,5,11,18,4,6,2,4,0,0
D1,27/09/2019,19:30,Union Berlin,Ein Frankfurt,1,2,A,0,0,D,asasd,12,14,5,6,11,12,4,5,1,1,0,0
D1,28/09/2019,14:30,Augsburg,Leverkusen,0,3,A,0,1,A,asasd,8,11,1,5,16,9,1,3,4,0,0,0
D1,28/09/2019,14:30,Hoffenheim,M'gladbach,0,3,A,0,1,A,asasd,17,11,4,5,10,11,2,5,2,2,0,0
D1,28/09/2019,14:30,Mainz,Wolfsburg,0,1,A,0,1,A,asasd,15,4,5,3,9,15,10,1,2,3,0,0
D1,28/09/2019,14:30,Paderborn,Bayern Munich,2,3,A,0,1,A,asasd,10,18,5,6,7,6,11,5,1,1,0,0
D1,28/09/2019,14:30,RB Leipzig,Schalke 04,1,3,A,0,2,A,asasd,17,13,6,8,13,11,8,4,1,1,0,0
D1,28/09/2019,17:30,Dortmund,Werder Bremen,2,2,D,2,1,H,asasd,19,11,7,5,8,10,9,2,1,0,0,0
D1,29/09/2019,14:30,Fortuna Dusseldorf,Freiburg,1,2,A,1,1,D,asasd,17,9,7,3,9,9,5,1,2,2,0,0
D1,29/09/2019,17:00,FC Koln,Hertha,0,4,A,0,1,A,asasd,8,10,3,6,11,13,8,4,1,0,1,0
D1,4/10/2019,19:30,Hertha,Fortuna Dusseldorf,3,1,H,2,1,H,asasd,16,9,3,3,17,18,9,2,3,3,0,0
D1,5/10/2019,14:30,Bayern Munich,Hoffenheim,1,2,A,0,0,D,asasd,20,8,4,5,8,12,9,3,2,0,0,0
D1,5/10/2019,14:30,Freiburg,Dortmund,2,2,D,0,1,A,asasd,6,8,1,4,10,8,3,11,0,3,0,0
D1,5/10/2019,14:30,Leverkusen,RB Leipzig,1,1,D,0,0,D,asasd,11,11,8,5,11,12,4,0,2,2,0,0
D1,5/10/2019,14:30,Paderborn,Mainz,1,2,A,1,2,A,asasd,16,18,7,7,8,18,7,10,1,4,0,0
D1,5/10/2019,17:30,Schalke 04,FC Koln,1,1,D,0,0,D,asasd,15,9,3,5,15,15,6,4,4,4,0,0
D1,6/10/2019,12:30,M'gladbach,Augsburg,5,1,H,4,0,H,asasd,13,13,9,3,9,9,2,7,1,2,0,0
D1,6/10/2019,14:30,Wolfsburg,Union Berlin,1,0,H,0,0,D,asasd,13,14,4,3,17,15,5,4,2,2,0,0
D1,6/10/2019,17:00,Ein Frankfurt,Werder Bremen,2,2,D,0,1,A,asasd,24,11,7,5,12,8,10,1,2,1,0,0
D1,18/10/2019,19:30,Ein Frankfurt,Leverkusen,3,0,H,2,0,H,asasd,10,19,5,10,11,12,4,1,1,1,0,0
D1,19/10/2019,14:30,Augsburg,Bayern Munich,2,2,D,1,1,D,asasd,9,24,7,9,10,6,3,7,3,3,0,0
D1,19/10/2019,14:30,Fortuna Dusseldorf,Mainz,1,0,H,0,0,D,asasd,20,7,4,1,10,17,8,1,2,4,0,1
D1,19/10/2019,14:30,RB Leipzig,Wolfsburg,1,1,D,0,0,D,asasd,13,14,5,6,10,9,3,3,1,3,0,0
D1,19/10/2019,14:30,Union Berlin,Freiburg,2,0,H,1,0,H,asasd,18,12,5,4,21,13,3,4,3,0,0,0
D1,19/10/2019,14:30,Werder Bremen,Hertha,1,1,D,1,0,H,asasd,15,11,5,2,8,11,7,5,1,1,0,0
D1,19/10/2019,17:30,Dortmund,M'gladbach,1,0,H,0,0,D,asasd,20,13,7,3,13,15,10,8,1,2,0,0
D1,20/10/2019,14:30,FC Koln,Paderborn,3,0,H,1,0,H,asasd,16,9,6,1,6,7,6,9,0,0,0,0
D1,20/10/2019,17:00,Hoffenheim,Schalke 04,2,0,H,0,0,D,asasd,9,11,3,1,12,14,3,8,2,2,0,0
D1,25/10/2019,19:30,Mainz,FC Koln,3,1,H,1,1,D,asasd,18,16,6,8,20,9,5,10,2,2,0,0
D1,26/10/2019,14:30,Bayern Munich,Union Berlin,2,1,H,1,0,H,asasd,21,6,10,4,9,15,8,2,0,1,0,0
D1,26/10/2019,14:30,Freiburg,RB Leipzig,2,1,H,1,0,H,asasd,14,25,3,6,10,9,5,4,3,1,0,0
D1,26/10/2019,14:30,Hertha,Hoffenheim,2,3,A,0,2,A,asasd,13,17,4,8,17,12,4,4,3,3,1,0
D1,26/10/2019,14:30,Paderborn,Fortuna Dusseldorf,2,0,H,1,0,H,asasd,14,18,6,4,21,17,4,7,5,4,0,0
D1,26/10/2019,14:30,Schalke 04,Dortmund,0,0,D,0,0,D,asasd,13,8,3,3,8,7,8,2,3,2,0,0
D1,26/10/2019,17:30,Leverkusen,Werder Bremen,2,2,D,1,1,D,asasd,21,10,4,3,12,13,10,1,2,1,0,0
D1,27/10/2019,14:30,Wolfsburg,Augsburg,0,0,D,0,0,D,asasd,14,10,3,5,12,13,5,3,0,0,0,0
D1,27/10/2019,17:00,M'gladbach,Ein Frankfurt,4,2,H,2,0,H,asasd,12,15,7,3,12,11,5,6,1,1,0,0
D1,1/11/2019,19:30,Hoffenheim,Paderborn,3,0,H,3,0,H,asasd,12,9,7,2,7,12,4,4,0,1,0,0
D1,2/11/2019,14:30,Dortmund,Wolfsburg,3,0,H,0,0,D,asasd,17,12,8,3,12,18,7,2,1,3,0,0
D1,2/11/2019,14:30,Ein Frankfurt,Bayern Munich,5,1,H,2,1,H,asasd,17,7,11,3,12,7,3,0,1,2,0,1
D1,2/11/2019,14:30,Leverkusen,M'gladbach,1,2,A,1,2,A,asasd,23,11,6,6,13,8,13,0,2,1,1,0
D1,2/11/2019,14:30,RB Leipzig,Mainz,8,0,H,5,0,H,asasd,19,10,12,2,10,7,3,4,0,1,0,0
D1,2/11/2019,14:30,Werder Bremen,Freiburg,2,2,D,1,1,D,asasd,20,13,10,3,17,9,5,0,3,4,0,1
D1,2/11/2019,17:30,Union Berlin,Hertha,1,0,H,0,0,D,asasd,16,8,6,3,14,9,1,4,1,1,0,0
