Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
D1,29/08/15,0:00:00,Stuttgart,Ein Frankfurt,1,4,A,1,2,A,asd,15,6,4,4,19,17,6,1,3,3,1,0
D1,30/08/15,0:00:00,Dortmund,Hertha,3,1,H,1,0,H,asd,15,4,6,4,16,12,5,1,0,2,0,0
D1,30/08/15,0:00:00,Werder Bremen,M'gladbach,2,1,H,1,1,D,asd,22,9,6,5,17,18,5,6,3,1,0,1
D1,11/9/2015,0:00:00,M'gladbach,Hamburg,0,3,A,0,2,A,asd,13,10,2,4,17,19,5,2,2,1,0,0
D1,12/9/2015,0:00:00,Bayern Munich,Augsburg,2,1,H,0,1,A,asd,27,4,10,1,10,10,9,0,0,1,0,0
D1,12/9/2015,0:00:00,Ein Frankfurt,FC Koln,6,2,H,4,1,H,asd,18,13,11,7,14,14,5,2,2,1,0,0
D1,12/9/2015,0:00:00,Hannover,Dortmund,2,4,A,1,2,A,asd,5,17,3,6,15,16,2,4,3,1,0,0
D1,12/9/2015,0:00:00,Hertha,Stuttgart,2,1,H,2,1,H,asd,9,11,4,3,18,21,5,7,0,3,0,0
D1,12/9/2015,0:00:00,Ingolstadt,Wolfsburg,0,0,D,0,0,D,asd,5,17,1,3,10,15,2,5,2,3,0,0
D1,12/9/2015,0:00:00,Leverkusen,Darmstadt,0,1,A,0,1,A,asd,16,5,4,3,13,17,10,4,3,1,0,0
D1,13/09/15,0:00:00,Hoffenheim,Werder Bremen,1,3,A,0,1,A,asd,10,16,5,6,13,22,7,3,2,4,0,0
D1,13/09/15,0:00:00,Schalke 04,Mainz,2,1,H,1,1,D,asd,24,15,7,4,18,20,5,7,1,3,0,0
D1,18/09/15,0:00:00,Mainz,Hoffenheim,3,1,H,1,1,D,asd,12,13,4,4,13,15,6,8,1,2,0,0
D1,19/09/15,0:00:00,Darmstadt,Bayern Munich,0,3,A,0,1,A,asd,5,18,2,6,10,8,1,5,2,1,0,0
D1,19/09/15,0:00:00,FC Koln,M'gladbach,1,0,H,0,0,D,asd,11,9,5,2,10,16,2,2,0,3,0,0
D1,19/09/15,0:00:00,Hamburg,Ein Frankfurt,0,0,D,0,0,D,asd,11,7,2,4,11,17,5,11,0,4,0,0
D1,19/09/15,0:00:00,Werder Bremen,Ingolstadt,0,1,A,0,0,D,asd,13,13,4,4,24,19,8,5,3,4,1,0
D1,19/09/15,0:00:00,Wolfsburg,Hertha,2,0,H,0,0,D,asd,14,9,4,4,16,9,7,5,1,2,0,0
D1,20/09/15,0:00:00,Augsburg,Hannover,2,0,H,2,0,H,asd,17,16,8,2,12,15,6,6,1,4,0,0
D1,20/09/15,0:00:00,Dortmund,Leverkusen,3,0,H,1,0,H,asd,22,8,10,3,10,17,3,1,1,3,0,0
D1,20/09/15,0:00:00,Stuttgart,Schalke 04,0,1,A,0,0,D,asd,26,10,9,6,11,18,6,5,3,3,0,0
D1,22/09/15,0:00:00,Bayern Munich,Wolfsburg,5,1,H,0,1,A,asd,17,7,12,2,11,12,5,1,1,2,0,0
D1,22/09/15,0:00:00,Darmstadt,Werder Bremen,2,1,H,1,1,D,asd,9,12,3,4,20,19,5,1,3,1,0,1
D1,22/09/15,0:00:00,Hertha,FC Koln,2,0,H,1,0,H,asd,17,13,8,7,12,14,6,1,1,1,0,0
D1,22/09/15,0:00:00,Ingolstadt,Hamburg,0,1,A,0,0,D,asd,12,8,1,3,15,16,8,5,2,1,0,0
D1,23/09/15,0:00:00,Hannover,Stuttgart,1,3,A,1,2,A,asd,8,19,3,12,15,17,3,7,3,3,0,0
D1,23/09/15,0:00:00,Hoffenheim,Dortmund,1,1,D,1,0,H,asd,10,14,5,4,15,13,5,4,2,1,0,0
D1,23/09/15,0:00:00,Leverkusen,Mainz,1,0,H,0,0,D,asd,20,3,6,2,16,13,11,3,3,0,0,0
D1,23/09/15,0:00:00,M'gladbach,Augsburg,4,2,H,4,0,H,asd,21,13,12,4,20,21,6,2,2,5,0,0
D1,23/09/15,0:00:00,Schalke 04,Ein Frankfurt,2,0,H,0,0,D,asd,13,18,7,6,9,17,5,7,2,2,0,0
D1,25/09/15,0:00:00,FC Koln,Ingolstadt,1,1,D,1,1,D,asd,15,16,4,5,14,16,8,4,2,3,0,0
D1,26/09/15,0:00:00,Augsburg,Hoffenheim,1,3,A,1,1,D,asd,26,11,9,5,8,9,7,3,1,4,0,0
D1,26/09/15,0:00:00,Hamburg,Schalke 04,0,1,A,0,0,D,asd,13,10,4,5,14,14,4,4,1,3,0,0
D1,26/09/15,0:00:00,Mainz,Bayern Munich,0,3,A,0,0,D,asd,6,17,1,9,17,11,3,4,1,1,0,0
D1,26/09/15,0:00:00,Stuttgart,M'gladbach,1,3,A,1,2,A,asd,22,9,6,5,15,15,12,3,4,1,0,0
D1,26/09/15,0:00:00,Werder Bremen,Leverkusen,0,3,A,0,1,A,asd,9,17,0,7,12,15,2,6,1,2,0,0
D1,26/09/15,0:00:00,Wolfsburg,Hannover,1,1,D,1,0,H,asd,22,8,9,3,11,9,9,0,2,2,0,0
D1,27/09/15,0:00:00,Dortmund,Darmstadt,2,2,D,0,1,A,asd,16,4,4,3,16,13,8,0,0,2,0,0
D1,27/09/15,0:00:00,Ein Frankfurt,Hertha,1,1,D,1,0,H,asd,11,14,2,6,11,14,7,3,2,1,0,0
D1,2/10/2015,0:00:00,Darmstadt,Mainz,2,3,A,1,2,A,asd,14,14,4,7,12,20,2,6,1,2,0,0
D1,3/10/2015,0:00:00,Hannover,Werder Bremen,1,0,H,0,0,D,asd,12,19,5,6,17,11,7,6,4,1,0,0
D1,3/10/2015,0:00:00,Hertha,Hamburg,3,0,H,1,0,H,asd,13,8,6,2,13,15,4,5,1,1,0,0
D1,3/10/2015,0:00:00,Hoffenheim,Stuttgart,2,2,D,1,0,H,asd,11,18,4,7,12,15,6,5,3,1,0,0
D1,3/10/2015,0:00:00,Ingolstadt,Ein Frankfurt,2,0,H,0,0,D,asd,14,12,4,2,11,11,4,3,1,2,0,0
D1,3/10/2015,0:00:00,M'gladbach,Wolfsburg,2,0,H,0,0,D,asd,10,10,3,3,15,14,3,1,2,3,0,0
D1,4/10/2015,0:00:00,Bayern Munich,Dortmund,5,1,H,2,1,H,asd,14,10,9,4,14,8,4,4,3,1,0,0
D1,4/10/2015,0:00:00,Leverkusen,Augsburg,1,1,D,1,1,D,asd,22,3,8,0,13,22,9,1,2,3,0,0
D1,4/10/2015,0:00:00,Schalke 04,FC Koln,0,3,A,0,1,A,asd,17,12,7,4,15,12,3,2,2,2,0,0
D1,16/10/15,0:00:00,Mainz,Dortmund,0,2,A,0,1,A,asd,11,16,5,6,14,16,8,4,2,1,0,0
D1,17/10/15,0:00:00,Augsburg,Darmstadt,0,2,A,0,2,A,asd,20,12,3,5,13,17,2,4,2,3,0,0
D1,17/10/15,0:00:00,Ein Frankfurt,M'gladbach,1,5,A,1,1,D,asd,7,16,2,6,18,14,1,1,4,3,0,0
D1,17/10/15,0:00:00,Hamburg,Leverkusen,0,0,D,0,0,D,asd,8,10,3,3,22,20,3,5,6,2,0,0
D1,17/10/15,0:00:00,Schalke 04,Hertha,2,1,H,1,0,H,asd,19,9,9,5,18,16,7,6,3,4,0,1
D1,17/10/15,0:00:00,Werder Bremen,Bayern Munich,0,1,A,0,1,A,asd,8,13,2,4,15,12,2,3,2,2,0,0
D1,17/10/15,0:00:00,Wolfsburg,Hoffenheim,4,2,H,2,1,H,asd,16,7,9,3,14,12,5,4,4,0,0,0
D1,18/10/15,0:00:00,FC Koln,Hannover,0,1,A,0,1,A,asd,16,8,5,4,14,17,12,3,3,2,0,0
D1,18/10/15,0:00:00,Stuttgart,Ingolstadt,1,0,H,0,0,D,asd,12,11,4,6,18,9,6,5,3,1,1,0
D1,23/10/15,0:00:00,Hoffenheim,Hamburg,0,1,A,0,0,D,asd,12,20,3,5,24,23,1,5,2,4,1,0
D1,24/10/15,0:00:00,Bayern Munich,FC Koln,4,0,H,2,0,H,asd,26,4,14,2,8,4,10,0,1,1,0,0
D1,24/10/15,0:00:00,Darmstadt,Wolfsburg,0,1,A,0,0,D,asd,9,19,3,6,14,16,5,3,2,1,0,0
D1,24/10/15,0:00:00,Hannover,Ein Frankfurt,1,2,A,0,0,D,asd,10,5,4,4,13,14,3,2,1,4,0,0
D1,24/10/15,0:00:00,Ingolstadt,Hertha,0,1,A,0,1,A,asd,18,5,3,1,12,12,8,2,2,3,0,0
D1,24/10/15,0:00:00,Leverkusen,Stuttgart,4,3,H,0,0,D,asd,19,12,6,6,16,13,5,3,2,4,0,0
D1,24/10/15,0:00:00,Mainz,Werder Bremen,1,3,A,0,3,A,asd,16,14,5,8,19,17,4,4,2,1,0,0
D1,25/10/15,0:00:00,Dortmund,Augsburg,5,1,H,3,0,H,asd,19,4,9,3,8,13,6,4,0,2,0,0
D1,25/10/15,0:00:00,M'gladbach,Schalke 04,3,1,H,1,1,D,asd,16,13,10,5,17,19,3,6,2,3,0,1
D1,30/10/15,0:00:00,Ein Frankfurt,Bayern Munich,0,0,D,0,0,D,asd,8,10,2,2,13,15,5,5,4,2,0,0
D1,31/10/15,0:00:00,Augsburg,Mainz,3,3,D,1,2,A,asd,25,10,10,6,11,16,11,4,3,3,0,0
D1,31/10/15,0:00:00,FC Koln,Hoffenheim,0,0,D,0,0,D,asd,13,10,4,4,12,15,5,5,2,1,0,0
D1,31/10/15,0:00:00,Hertha,M'gladbach,1,4,A,0,2,A,asd,14,11,6,7,10,13,5,4,2,1,0,0
D1,31/10/15,0:00:00,Schalke 04,Ingolstadt,1,1,D,0,1,A,asd,18,7,3,2,17,18,3,3,1,2,0,0
D1,31/10/15,0:00:00,Werder Bremen,Dortmund,1,3,A,1,2,A,asd,8,11,2,6,17,15,1,9,3,0,0,0
D1,31/10/15,0:00:00,Wolfsburg,Leverkusen,2,1,H,1,1,D,asd,13,15,5,6,17,16,5,5,0,2,0,0
D1,1/11/2015,0:00:00,Hamburg,Hannover,1,2,A,1,0,H,asd,17,5,4,2,12,15,5,3,0,0,0,0
D1,1/11/2015,0:00:00,Stuttgart,Darmstadt,2,0,H,0,0,D,asd,18,17,3,5,21,18,7,5,3,2,0,0
D1,6/11/2015,0:00:00,Hannover,Hertha,1,3,A,0,1,A,asd,7,12,2,4,19,9,2,2,2,3,0,0
D1,7/11/2015,0:00:00,Bayern Munich,Stuttgart,4,0,H,4,0,H,asd,33,5,14,2,8,15,7,3,0,0,0,0
D1,7/11/2015,0:00:00,Darmstadt,Hamburg,1,1,D,0,1,A,asd,15,8,3,3,14,18,3,2,4,2,0,0
D1,7/11/2015,0:00:00,Hoffenheim,Ein Frankfurt,0,0,D,0,0,D,asd,8,17,2,9,11,13,1,3,1,3,0,0
D1,7/11/2015,0:00:00,Leverkusen,FC Koln,1,2,A,1,1,D,asd,12,17,4,8,18,12,6,9,1,2,1,0
D1,7/11/2015,0:00:00,Mainz,Wolfsburg,2,0,H,1,0,H,asd,12,8,5,0,24,22,4,3,2,3,0,1
D1,7/11/2015,0:00:00,M'gladbach,Ingolstadt,0,0,D,0,0,D,asd,11,14,5,2,17,17,4,3,1,6,1,0
D1,8/11/2015,0:00:00,Augsburg,Werder Bremen,1,2,A,0,0,D,asd,18,15,6,4,13,20,7,4,1,4,0,0
D1,8/11/2015,0:00:00,Dortmund,Schalke 04,3,2,H,2,1,H,asd,14,9,7,3,10,16,5,3,3,4,0,0
D1,20/11/15,0:00:00,Hamburg,Dortmund,3,1,H,2,0,H,asd,7,21,2,7,17,9,2,7,0,1,0,0
D1,21/11/15,0:00:00,Ein Frankfurt,Leverkusen,1,3,A,1,2,A,asd,9,17,1,11,15,19,3,8,2,1,0,0
D1,21/11/15,0:00:00,FC Koln,Mainz,0,0,D,0,0,D,asd,14,7,3,1,14,11,6,1,1,1,0,0
D1,21/11/15,0:00:00,M'gladbach,Hannover,2,1,H,1,0,H,asd,21,14,9,8,10,11,12,4,1,1,0,0
D1,21/11/15,0:00:00,Schalke 04,Bayern Munich,1,3,A,1,1,D,asd,5,24,1,8,12,10,4,6,2,0,0,0
D1,21/11/15,0:00:00,Stuttgart,Augsburg,0,4,A,0,3,A,asd,18,13,5,6,8,16,6,4,2,1,0,0
D1,21/11/15,0:00:00,Wolfsburg,Werder Bremen,6,0,H,2,0,H,asd,21,9,12,2,12,8,7,3,0,2,0,0
D1,22/11/15,0:00:00,Hertha,Hoffenheim,1,0,H,1,0,H,asd,1,7,0,0,26,16,2,3,2,1,0,0
D1,22/11/15,0:00:00,Ingolstadt,Darmstadt,3,1,H,0,1,A,asd,16,8,6,2,19,25,5,5,2,3,0,0
D1,27/11/15,0:00:00,Darmstadt,FC Koln,0,0,D,0,0,D,asd,9,12,1,2,16,12,4,7,2,1,0,0
D1,28/11/15,0:00:00,Bayern Munich,Hertha,2,0,H,2,0,H,asd,24,4,9,1,14,13,9,1,0,3,0,0
D1,28/11/15,0:00:00,Hannover,Ingolstadt,4,0,H,3,0,H,asd,8,11,4,5,21,14,3,4,3,3,0,0
D1,28/11/15,0:00:00,Hoffenheim,M'gladbach,3,3,D,2,1,H,asd,18,16,6,8,10,14,8,6,2,1,0,0
D1,28/11/15,0:00:00,Mainz,Ein Frankfurt,2,1,H,2,0,H,asd,14,15,8,5,23,17,3,7,4,2,0,1
D1,28/11/15,0:00:00,Werder Bremen,Hamburg,1,3,A,0,2,A,asd,14,13,3,6,21,18,6,3,2,1,0,0
D1,29/11/15,0:00:00,Augsburg,Wolfsburg,0,0,D,0,0,D,asd,13,17,4,3,20,11,4,7,3,2,0,1
D1,29/11/15,0:00:00,Dortmund,Stuttgart,4,1,H,2,1,H,asd,14,8,9,3,10,13,5,4,1,0,0,0
D1,29/11/15,0:00:00,Leverkusen,Schalke 04,1,1,D,0,0,D,asd,18,8,6,3,9,11,9,5,1,2,0,0
D1,4/12/2015,0:00:00,Schalke 04,Hannover,3,1,H,0,0,D,asd,26,7,8,1,8,13,6,4,1,1,0,0
D1,5/12/2015,0:00:00,FC Koln,Augsburg,0,1,A,0,0,D,asd,22,22,8,8,17,18,7,6,2,4,0,0
D1,5/12/2015,0:00:00,Hamburg,Mainz,1,3,A,0,1,A,asd,20,11,7,6,19,18,2,3,2,1,0,0
D1,5/12/2015,0:00:00,Hertha,Leverkusen,2,1,H,1,1,D,asd,10,8,4,2,18,15,8,2,1,3,0,1
D1,5/12/2015,0:00:00,Ingolstadt,Hoffenheim,1,1,D,0,0,D,asd,9,7,2,2,11,18,2,1,2,1,0,0
D1,5/12/2015,0:00:00,M'gladbach,Bayern Munich,3,1,H,0,0,D,asd,13,22,6,6,13,12,3,9,1,2,0,0
D1,5/12/2015,0:00:00,Wolfsburg,Dortmund,1,2,A,0,1,A,asd,22,14,8,6,14,14,9,5,3,2,0,0
D1,6/12/2015,0:00:00,Ein Frankfurt,Darmstadt,0,1,A,0,1,A,asd,15,19,3,4,19,9,10,7,4,3,0,0
D1,6/12/2015,0:00:00,Stuttgart,Werder Bremen,1,1,D,1,0,H,asd,12,7,4,2,18,16,4,5,2,2,0,0
D1,11/12/2015,0:00:00,Mainz,Stuttgart,0,0,D,0,0,D,asd,6,11,4,2,11,12,5,2,1,1,0,0
D1,12/12/2015,0:00:00,Bayern Munich,Ingolstadt,2,0,H,0,0,D,asd,14,9,8,4,14,22,4,4,2,1,0,0
D1,12/12/2015,0:00:00,Darmstadt,Hertha,0,4,A,0,2,A,asd,10,9,3,5,18,12,4,3,4,1,0,0
D1,12/12/2015,0:00:00,Hoffenheim,Hannover,1,0,H,1,0,H,asd,14,19,5,2,18,19,3,10,1,3,0,0
D1,12/12/2015,0:00:00,Leverkusen,M'gladbach,5,0,H,1,0,H,asd,14,6,6,2,13,19,4,2,0,2,0,0
D1,12/12/2015,0:00:00,Werder Bremen,FC Koln,1,1,D,1,0,H,asd,10,12,6,3,17,9,6,4,3,2,0,0
D1,12/12/2015,0:00:00,Wolfsburg,Hamburg,1,1,D,0,1,A,asd,19,5,9,4,11,21,10,4,1,4,0,0
D1,13/12/15,0:00:00,Augsburg,Schalke 04,2,1,H,1,0,H,asd,22,15,6,5,17,12,6,5,2,1,0,0
D1,13/12/15,0:00:00,Dortmund,Ein Frankfurt,4,1,H,1,1,D,asd,24,3,11,2,4,3,14,1,0,0,0,1
D1,18/12/15,0:00:00,Schalke 04,Hoffenheim,1,0,H,1,0,H,asd,16,18,3,1,14,11,3,1,1,2,0,0
D1,19/12/15,0:00:00,Ein Frankfurt,Werder Bremen,2,1,H,1,1,D,asd,16,11,6,4,14,20,6,3,3,5,0,0
D1,19/12/15,0:00:00,FC Koln,Dortmund,2,1,H,0,1,A,asd,14,14,6,3,10,15,6,6,3,1,0,0
D1,19/12/15,0:00:00,Hamburg,Augsburg,0,1,A,0,0,D,asd,14,17,2,7,13,14,4,6,0,2,0,0
D1,19/12/15,0:00:00,Hannover,Bayern Munich,0,1,A,0,1,A,asd,6,20,1,11,10,10,5,5,0,0,0,0
D1,19/12/15,0:00:00,Ingolstadt,Leverkusen,0,1,A,0,0,D,asd,11,9,3,2,12,18,6,3,2,3,0,0
D1,19/12/15,0:00:00,Stuttgart,Wolfsburg,3,1,H,2,1,H,asd,9,17,6,7,7,10,1,3,1,1,1,0
D1,20/12/15,0:00:00,Hertha,Mainz,2,0,H,1,0,H,asd,7,5,5,0,14,12,6,2,0,0,0,0
D1,20/12/15,0:00:00,M'gladbach,Darmstadt,3,2,H,1,1,D,asd,13,15,5,6,12,20,1,5,1,4,1,0
D1,22/01/16,0:00:00,Hamburg,Bayern Munich,1,2,A,0,1,A,asd,7,20,1,5,21,11,2,7,4,2,0,0
D1,23/01/16,0:00:00,FC Koln,Stuttgart,1,3,A,1,1,D,asd,15,16,4,8,9,13,8,5,0,1,0,0
D1,23/01/16,0:00:00,Hannover,Darmstadt,1,2,A,1,1,D,asd,13,13,5,5,13,21,6,4,2,5,0,0
D1,23/01/16,0:00:00,Hertha,Augsburg,0,0,D,0,0,D,asd,12,11,2,5,15,19,6,2,2,3,0,0
D1,23/01/16,0:00:00,Hoffenheim,Leverkusen,1,1,D,1,0,H,asd,5,17,3,8,16,15,2,9,2,2,0,0
D1,23/01/16,0:00:00,Ingolstadt,Mainz,1,0,H,1,0,H,asd,9,7,4,4,21,16,3,1,2,2,0,0
D1,23/01/16,0:00:00,M'gladbach,Dortmund,1,3,A,0,1,A,asd,10,12,3,4,12,10,3,1,1,1,0,0
D1,24/01/16,0:00:00,Ein Frankfurt,Wolfsburg,3,2,H,0,1,A,asd,12,18,6,11,13,20,3,3,2,0,0,0
D1,24/01/16,0:00:00,Schalke 04,Werder Bremen,1,3,A,1,1,D,asd,20,17,4,6,14,13,13,1,1,3,0,0
D1,29/01/16,0:00:00,Mainz,M'gladbach,1,0,H,1,0,H,asd,13,12,2,7,13,11,8,4,0,2,0,0
D1,30/01/16,0:00:00,Augsburg,Ein Frankfurt,0,0,D,0,0,D,asd,7,13,2,6,18,8,4,2,2,2,0,0
D1,30/01/16,0:00:00,Darmstadt,Schalke 04,0,2,A,0,1,A,asd,6,11,2,7,13,20,2,9,3,2,0,0
D1,30/01/16,0:00:00,Dortmund,Ingolstadt,2,0,H,0,0,D,asd,11,5,6,3,15,18,4,1,4,2,0,0
D1,30/01/16,0:00:00,Leverkusen,Hannover,3,0,H,1,0,H,asd,14,7,6,2,10,21,6,6,0,3,0,0
D1,30/01/16,0:00:00,Stuttgart,Hamburg,2,1,H,0,0,D,asd,24,13,11,5,12,14,10,4,1,3,0,0
D1,30/01/16,0:00:00,Werder Bremen,Hertha,3,3,D,0,2,A,asd,16,12,6,4,19,16,6,6,3,3,0,0
D1,31/01/16,0:00:00,Bayern Munich,Hoffenheim,2,0,H,1,0,H,asd,29,5,9,2,11,11,10,2,1,1,0,0
D1,31/01/16,0:00:00,Wolfsburg,FC Koln,1,1,D,0,0,D,asd,17,11,4,4,11,11,5,5,3,1,0,0
D1,5/2/2016,0:00:00,M'gladbach,Werder Bremen,5,1,H,2,0,H,asd,17,15,9,4,14,12,2,7,1,2,0,0
D1,6/2/2016,0:00:00,Ein Frankfurt,Stuttgart,2,4,A,0,2,A,asd,17,16,7,9,9,15,2,7,1,1,1,1
D1,6/2/2016,0:00:00,Hannover,Mainz,0,1,A,0,1,A,asd,9,14,2,2,20,14,3,4,1,2,0,0
D1,6/2/2016,0:00:00,Hertha,Dortmund,0,0,D,0,0,D,asd,10,9,4,2,11,16,3,3,0,2,0,0
D1,6/2/2016,0:00:00,Ingolstadt,Augsburg,2,1,H,0,1,A,asd,24,7,4,2,17,22,8,3,2,3,0,0
D1,6/2/2016,0:00:00,Leverkusen,Bayern Munich,0,0,D,0,0,D,asd,6,9,2,1,17,11,6,8,0,0,0,1
D1,6/2/2016,0:00:00,Schalke 04,Wolfsburg,3,0,H,2,0,H,asd,15,14,3,2,15,14,6,6,2,3,0,0
D1,7/2/2016,0:00:00,Hamburg,FC Koln,1,1,D,0,1,A,asd,5,20,4,6,17,5,4,10,5,2,0,0
D1,7/2/2016,0:00:00,Hoffenheim,Darmstadt,0,2,A,0,1,A,asd,12,11,1,5,17,15,8,7,1,3,0,0
D1,12/2/2016,0:00:00,Mainz,Schalke 04,2,1,H,1,0,H,asd,11,14,4,3,7,17,5,7,3,1,0,0
D1,13/02/16,0:00:00,Darmstadt,Leverkusen,1,2,A,1,0,H,asd,12,14,6,3,20,16,3,6,6,3,0,0
D1,13/02/16,0:00:00,Dortmund,Hannover,1,0,H,0,0,D,asd,14,4,7,1,13,9,10,3,1,1,0,0
D1,13/02/16,0:00:00,FC Koln,Ein Frankfurt,3,1,H,1,1,D,asd,11,14,7,4,16,18,4,8,2,6,0,0
D1,13/02/16,0:00:00,Stuttgart,Hertha,2,0,H,0,0,D,asd,15,7,6,3,12,12,10,1,3,3,0,0
D1,13/02/16,0:00:00,Werder Bremen,Hoffenheim,1,1,D,1,1,D,asd,17,11,10,4,13,19,6,2,1,3,0,1
D1,13/02/16,0:00:00,Wolfsburg,Ingolstadt,2,0,H,2,0,H,asd,8,11,5,2,19,17,6,7,0,0,0,0
D1,14/02/16,0:00:00,Augsburg,Bayern Munich,1,3,A,0,1,A,asd,7,24,2,10,11,9,2,5,0,1,0,0
D1,14/02/16,0:00:00,Hamburg,M'gladbach,3,2,H,2,1,H,asd,17,10,9,4,15,9,3,6,3,1,0,0
D1,19/02/16,0:00:00,Ein Frankfurt,Hamburg,0,0,D,0,0,D,asd,8,10,2,1,12,20,3,3,2,3,0,0
D1,20/02/16,0:00:00,Bayern Munich,Darmstadt,3,1,H,0,1,A,asd,36,6,13,5,10,13,18,0,2,0,0,0
D1,20/02/16,0:00:00,Hertha,Wolfsburg,1,1,D,0,0,D,asd,9,13,5,6,17,16,3,5,3,2,0,0
D1,20/02/16,0:00:00,Hoffenheim,Mainz,3,2,H,1,1,D,asd,13,13,4,6,8,14,6,2,1,2,0,0
D1,20/02/16,0:00:00,Ingolstadt,Werder Bremen,2,0,H,1,0,H,asd,9,12,4,2,15,23,0,4,2,2,0,0
D1,20/02/16,0:00:00,M'gladbach,FC Koln,1,0,H,1,0,H,asd,16,12,5,6,18,21,4,4,2,3,0,0
D1,21/02/16,0:00:00,Hannover,Augsburg,0,1,A,0,1,A,asd,16,11,6,6,12,15,5,2,2,2,0,0
D1,21/02/16,0:00:00,Leverkusen,Dortmund,0,1,A,0,0,D,asd,9,7,2,2,20,10,8,1,5,1,0,0
D1,21/02/16,0:00:00,Schalke 04,Stuttgart,1,1,D,1,0,H,asd,15,19,5,8,16,16,4,13,3,1,0,0
D1,26/02/16,0:00:00,FC Koln,Hertha,0,1,A,0,1,A,asd,15,10,3,3,15,10,2,8,2,2,0,0
D1,27/02/16,0:00:00,Hamburg,Ingolstadt,1,1,D,1,0,H,asd,7,12,2,3,17,12,2,5,3,5,0,0
D1,27/02/16,0:00:00,Stuttgart,Hannover,1,2,A,1,1,D,asd,22,12,10,8,18,11,17,1,1,3,0,0
D1,27/02/16,0:00:00,Werder Bremen,Darmstadt,2,2,D,1,1,D,asd,16,8,7,3,24,23,4,2,3,3,0,0
D1,27/02/16,0:00:00,Wolfsburg,Bayern Munich,0,2,A,0,0,D,asd,12,14,8,4,7,10,1,7,0,1,0,0
D1,28/02/16,0:00:00,Augsburg,M'gladbach,2,2,D,0,1,A,asd,24,10,4,7,17,8,2,5,0,0,0,0
D1,28/02/16,0:00:00,Dortmund,Hoffenheim,3,1,H,0,1,A,asd,26,9,9,4,9,10,11,7,0,0,0,1
D1,28/02/16,0:00:00,Ein Frankfurt,Schalke 04,0,0,D,0,0,D,asd,11,7,5,2,13,12,5,3,1,2,0,0
D1,28/02/16,0:00:00,Mainz,Leverkusen,3,1,H,2,0,H,asd,14,12,7,4,16,18,1,12,1,1,0,0
D1,1/3/2016,0:00:00,Hannover,Wolfsburg,0,4,A,0,1,A,asd,6,23,2,11,5,8,1,7,2,1,0,0
D1,1/3/2016,0:00:00,Ingolstadt,FC Koln,1,1,D,1,0,H,asd,14,8,3,3,13,19,7,2,2,1,0,0
D1,2/3/2016,0:00:00,Bayern Munich,Mainz,1,2,A,0,1,A,asd,16,5,6,3,11,11,11,0,1,2,0,0
D1,2/3/2016,0:00:00,Darmstadt,Dortmund,0,2,A,0,1,A,asd,5,13,1,7,12,16,2,4,0,1,0,0
D1,2/3/2016,0:00:00,Hertha,Ein Frankfurt,2,0,H,0,0,D,asd,11,11,6,3,17,14,2,3,3,2,0,0
D1,2/3/2016,0:00:00,Hoffenheim,Augsburg,2,1,H,1,1,D,asd,14,14,7,3,9,15,7,6,2,4,0,0
D1,2/3/2016,0:00:00,Leverkusen,Werder Bremen,1,4,A,0,1,A,asd,16,11,6,4,15,8,9,6,1,1,0,0
D1,2/3/2016,0:00:00,M'gladbach,Stuttgart,4,0,H,1,0,H,asd,14,9,6,3,9,14,2,4,1,2,0,0
D1,2/3/2016,0:00:00,Schalke 04,Hamburg,3,2,H,1,1,D,asd,26,8,9,4,14,18,8,6,2,0,0,1
D1,5/3/2016,0:00:00,Augsburg,Leverkusen,3,3,D,2,0,H,asd,10,20,5,5,10,14,0,5,2,1,1,0
D1,5/3/2016,0:00:00,Dortmund,Bayern Munich,0,0,D,0,0,D,asd,11,17,3,4,10,12,2,6,1,1,0,0
D1,5/3/2016,0:00:00,Ein Frankfurt,Ingolstadt,1,1,D,0,1,A,asd,21,12,3,6,20,23,8,2,5,4,0,1
D1,5/3/2016,0:00:00,FC Koln,Schalke 04,1,3,A,1,2,A,asd,17,18,9,4,13,15,7,5,1,0,0,0
D1,5/3/2016,0:00:00,Stuttgart,Hoffenheim,5,1,H,2,0,H,asd,21,13,11,4,17,8,11,1,1,2,0,0
D1,5/3/2016,0:00:00,Werder Bremen,Hannover,4,1,H,2,1,H,asd,14,15,5,5,16,14,4,4,2,2,0,0
D1,5/3/2016,0:00:00,Wolfsburg,M'gladbach,2,1,H,2,1,H,asd,11,14,3,5,15,13,1,3,2,3,0,0
D1,6/3/2016,0:00:00,Hamburg,Hertha,2,0,H,0,0,D,asd,14,3,5,1,12,9,3,2,4,1,0,0
D1,6/3/2016,0:00:00,Mainz,Darmstadt,0,0,D,0,0,D,asd,11,15,4,3,17,18,3,1,0,5,1,0
D1,11/3/2016,0:00:00,Hertha,Schalke 04,2,0,H,1,0,H,asd,16,15,5,4,15,14,5,5,2,1,0,0
D1,12/3/2016,0:00:00,Bayern Munich,Werder Bremen,5,0,H,2,0,H,asd,20,2,13,1,8,8,11,4,1,3,0,0
D1,12/3/2016,0:00:00,Darmstadt,Augsburg,2,2,D,2,0,H,asd,11,16,6,5,14,17,3,8,2,1,0,0
