Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
D1,10/3/2013,0:00:00,Hannover,Ein Frankfurt,0,0,D,0,0,D,asd,7,11,3,2,18,13,5,7,2,0,0,0
D1,10/3/2013,0:00:00,Stuttgart,Hamburg,0,1,A,0,0,D,asd,13,12,7,3,15,23,8,5,2,1,0,0
D1,15/03/13,0:00:00,Wolfsburg,Fortuna Dusseldorf,1,1,D,0,1,A,asd,18,9,6,3,13,14,7,1,2,2,0,0
D1,16/03/13,0:00:00,Dortmund,Freiburg,5,1,H,3,1,H,asd,21,6,11,2,16,18,4,1,1,2,0,0
D1,16/03/13,0:00:00,Hamburg,Augsburg,0,1,A,0,1,A,asd,17,6,5,1,20,17,10,3,2,2,1,0
D1,16/03/13,0:00:00,Hoffenheim,Mainz,0,0,D,0,0,D,asd,12,7,3,2,14,19,5,7,2,1,0,0
D1,16/03/13,0:00:00,Leverkusen,Bayern Munich,1,2,A,0,1,A,asd,13,15,2,2,16,15,15,7,3,1,0,0
D1,16/03/13,0:00:00,Nurnberg,Schalke 04,3,0,H,1,0,H,asd,12,15,8,5,11,11,6,4,0,1,0,0
D1,16/03/13,0:00:00,Werder Bremen,Greuther Furth,2,2,D,0,0,D,asd,18,9,8,3,11,23,9,4,0,2,0,0
D1,17/03/13,0:00:00,Ein Frankfurt,Stuttgart,1,2,A,1,0,H,asd,14,12,4,3,17,13,8,4,1,2,0,0
D1,17/03/13,0:00:00,M'gladbach,Hannover,1,0,H,1,0,H,asd,11,14,4,5,7,7,6,3,1,4,0,1
D1,30/03/13,0:00:00,Augsburg,Hannover,0,2,A,0,0,D,asd,23,10,5,2,10,17,14,1,0,5,0,0
D1,30/03/13,0:00:00,Bayern Munich,Hamburg,9,2,H,5,0,H,asd,25,10,15,8,6,14,7,3,0,0,0,0
D1,30/03/13,0:00:00,Fortuna Dusseldorf,Leverkusen,1,4,A,1,1,D,asd,12,14,3,4,11,20,4,1,3,2,0,0
D1,30/03/13,0:00:00,Freiburg,M'gladbach,2,0,H,0,0,D,asd,13,6,6,2,14,15,9,2,1,2,0,0
D1,30/03/13,0:00:00,Mainz,Werder Bremen,1,1,D,1,0,H,asd,10,13,5,6,15,15,4,9,3,2,0,0
D1,30/03/13,0:00:00,Schalke 04,Hoffenheim,3,0,H,0,0,D,asd,14,5,5,1,13,15,3,3,1,2,0,0
D1,30/03/13,0:00:00,Stuttgart,Dortmund,1,2,A,0,1,A,asd,11,15,5,6,17,15,3,8,2,2,1,0
D1,31/03/13,0:00:00,Greuther Furth,Ein Frankfurt,2,3,A,1,1,D,asd,14,11,5,4,17,10,9,3,1,0,0,0
D1,31/03/13,0:00:00,Wolfsburg,Nurnberg,2,2,D,2,0,H,asd,9,18,4,6,20,18,7,5,3,0,0,0
D1,5/4/2013,0:00:00,Hoffenheim,Fortuna Dusseldorf,3,0,H,1,0,H,asd,17,15,8,4,23,16,3,3,3,3,0,0
D1,6/4/2013,0:00:00,Dortmund,Augsburg,4,2,H,1,2,A,asd,13,12,7,8,12,21,4,7,1,4,0,0
D1,6/4/2013,0:00:00,Ein Frankfurt,Bayern Munich,0,1,A,0,0,D,asd,13,15,4,5,16,11,7,9,1,2,0,0
D1,6/4/2013,0:00:00,Hamburg,Freiburg,0,1,A,0,0,D,asd,13,8,5,3,15,12,6,1,2,0,0,0
D1,6/4/2013,0:00:00,Leverkusen,Wolfsburg,1,1,D,1,0,H,asd,14,11,7,2,15,13,5,4,2,3,0,0
D1,6/4/2013,0:00:00,M'gladbach,Greuther Furth,1,0,H,0,0,D,asd,19,20,6,8,10,16,2,6,0,2,0,1
D1,6/4/2013,0:00:00,Werder Bremen,Schalke 04,0,2,A,0,0,D,asd,9,17,5,9,14,17,9,5,1,1,0,0
D1,7/4/2013,0:00:00,Hannover,Stuttgart,0,0,D,0,0,D,asd,13,14,1,6,22,9,6,6,0,0,0,0
D1,7/4/2013,0:00:00,Nurnberg,Mainz,2,1,H,0,0,D,asd,5,12,4,3,16,12,2,6,2,1,0,0
D1,12/4/2013,0:00:00,Freiburg,Hannover,3,1,H,2,1,H,asd,15,10,5,3,13,23,6,4,1,2,0,0
D1,13/04/13,0:00:00,Bayern Munich,Nurnberg,4,0,H,3,0,H,asd,21,9,10,4,11,14,12,4,1,2,0,0
D1,13/04/13,0:00:00,Fortuna Dusseldorf,Werder Bremen,2,2,D,1,1,D,asd,8,16,3,4,20,24,3,1,1,3,0,0
D1,13/04/13,0:00:00,Greuther Furth,Dortmund,1,6,A,0,5,A,asd,9,15,3,9,12,11,1,5,0,1,0,0
D1,13/04/13,0:00:00,Mainz,Hamburg,1,2,A,0,0,D,asd,12,12,2,4,15,16,2,1,2,1,0,0
D1,13/04/13,0:00:00,Schalke 04,Leverkusen,2,2,D,0,1,A,asd,16,18,9,8,11,14,7,7,2,3,0,1
D1,13/04/13,0:00:00,Wolfsburg,Hoffenheim,2,2,D,1,1,D,asd,13,10,5,5,24,24,2,4,2,1,0,0
D1,14/04/13,0:00:00,Augsburg,Ein Frankfurt,2,0,H,1,0,H,asd,19,8,4,3,12,18,5,3,3,2,0,0
D1,14/04/13,0:00:00,Stuttgart,M'gladbach,2,0,H,2,0,H,asd,16,10,5,2,14,9,4,3,0,0,0,0
D1,19/04/13,0:00:00,M'gladbach,Augsburg,1,0,H,1,0,H,asd,23,11,5,2,18,14,6,5,4,1,0,1
D1,20/04/13,0:00:00,Dortmund,Mainz,2,0,H,1,0,H,asd,22,5,7,0,12,16,8,4,3,3,0,0
D1,20/04/13,0:00:00,Ein Frankfurt,Schalke 04,1,0,H,1,0,H,asd,10,10,3,7,16,27,0,4,3,3,0,0
D1,20/04/13,0:00:00,Hamburg,Fortuna Dusseldorf,2,1,H,2,1,H,asd,17,12,4,5,21,19,5,3,2,3,0,0
D1,20/04/13,0:00:00,Hannover,Bayern Munich,1,6,A,0,3,A,asd,7,14,4,5,7,9,2,9,0,1,0,0
D1,20/04/13,0:00:00,Leverkusen,Hoffenheim,5,0,H,2,0,H,asd,22,5,9,2,11,9,5,1,1,0,0,1
D1,20/04/13,0:00:00,Werder Bremen,Wolfsburg,0,3,A,0,2,A,asd,8,8,3,5,18,16,6,3,3,1,0,0
D1,21/04/13,0:00:00,Nurnberg,Greuther Furth,0,1,A,0,1,A,asd,23,15,8,3,12,25,14,4,4,5,0,0
D1,21/04/13,0:00:00,Stuttgart,Freiburg,2,1,H,2,0,H,asd,15,11,7,3,14,15,3,6,0,3,0,0
D1,26/04/13,0:00:00,Greuther Furth,Hannover,2,3,A,1,1,D,asd,20,8,8,4,13,13,6,5,1,5,0,0
D1,27/04/13,0:00:00,Augsburg,Stuttgart,3,0,H,0,0,D,asd,22,7,7,3,15,13,9,4,4,4,0,0
D1,27/04/13,0:00:00,Bayern Munich,Freiburg,1,0,H,1,0,H,asd,16,8,4,2,9,17,5,3,1,1,0,0
D1,27/04/13,0:00:00,Fortuna Dusseldorf,Dortmund,1,2,A,0,1,A,asd,8,9,3,6,15,11,6,3,5,2,0,0
D1,27/04/13,0:00:00,Hoffenheim,Nurnberg,2,1,H,2,0,H,asd,23,8,11,2,13,21,4,3,2,2,0,0
D1,27/04/13,0:00:00,Leverkusen,Werder Bremen,1,0,H,1,0,H,asd,8,11,2,4,22,18,7,6,1,2,0,0
D1,27/04/13,0:00:00,Wolfsburg,M'gladbach,3,1,H,1,0,H,asd,17,6,5,4,5,14,5,3,0,1,0,0
D1,28/04/13,0:00:00,Mainz,Ein Frankfurt,0,0,D,0,0,D,asd,14,8,2,3,14,15,7,7,0,2,0,0
D1,28/04/13,0:00:00,Schalke 04,Hamburg,4,1,H,2,1,H,asd,20,9,10,1,14,10,6,3,1,3,0,0
D1,3/5/2013,0:00:00,M'gladbach,Schalke 04,0,1,A,0,0,D,asd,12,15,0,5,14,22,6,8,2,3,0,0
D1,4/5/2013,0:00:00,Dortmund,Bayern Munich,1,1,D,1,1,D,asd,11,6,3,2,18,15,6,1,1,4,0,1
D1,4/5/2013,0:00:00,Ein Frankfurt,Fortuna Dusseldorf,3,1,H,1,0,H,asd,17,6,7,2,18,15,5,7,1,2,0,0
D1,4/5/2013,0:00:00,Hannover,Mainz,2,2,D,1,1,D,asd,13,10,5,6,19,13,2,2,1,2,1,0
D1,4/5/2013,0:00:00,Nurnberg,Leverkusen,0,2,A,0,1,A,asd,16,20,3,2,12,16,14,8,2,1,0,0
D1,4/5/2013,0:00:00,Stuttgart,Greuther Furth,0,2,A,0,0,D,asd,14,10,4,4,17,23,5,2,1,2,1,0
D1,4/5/2013,0:00:00,Werder Bremen,Hoffenheim,2,2,D,2,0,H,asd,18,13,3,5,23,15,4,2,3,3,0,0
D1,5/5/2013,0:00:00,Freiburg,Augsburg,2,0,H,1,0,H,asd,17,19,10,6,15,19,5,8,3,2,0,0
D1,5/5/2013,0:00:00,Hamburg,Wolfsburg,1,1,D,1,0,H,asd,15,19,8,8,16,19,4,9,3,2,0,0
D1,11/5/2013,0:00:00,Bayern Munich,Augsburg,3,0,H,0,0,D,asd,15,6,7,3,10,13,9,2,0,1,0,0
D1,11/5/2013,0:00:00,Fortuna Dusseldorf,Nurnberg,1,2,A,1,0,H,asd,6,13,2,4,19,19,1,5,4,1,0,0
D1,11/5/2013,0:00:00,Greuther Furth,Freiburg,1,2,A,1,0,H,asd,18,15,6,5,20,16,5,8,0,2,0,0
D1,11/5/2013,0:00:00,Hoffenheim,Hamburg,1,4,A,0,2,A,asd,18,15,5,5,20,20,5,1,0,1,0,0
D1,11/5/2013,0:00:00,Leverkusen,Hannover,3,1,H,2,0,H,asd,22,11,12,3,14,10,3,6,1,1,0,0
D1,11/5/2013,0:00:00,Mainz,M'gladbach,2,4,A,1,1,D,asd,10,17,4,6,10,12,3,3,1,0,0,0
D1,11/5/2013,0:00:00,Schalke 04,Stuttgart,1,2,A,0,1,A,asd,19,8,4,4,12,20,3,1,0,2,0,0
D1,11/5/2013,0:00:00,Werder Bremen,Ein Frankfurt,1,1,D,1,0,H,asd,15,10,3,2,10,11,8,3,1,1,0,0
D1,11/5/2013,0:00:00,Wolfsburg,Dortmund,3,3,D,3,1,H,asd,10,10,3,4,23,12,7,4,1,2,0,0
D1,18/05/13,0:00:00,Augsburg,Greuther Furth,3,1,H,1,0,H,asd,16,6,5,2,19,22,8,3,2,3,0,0
D1,18/05/13,0:00:00,Dortmund,Hoffenheim,1,2,A,1,0,H,asd,21,9,8,5,13,20,3,0,1,4,1,0
D1,18/05/13,0:00:00,Ein Frankfurt,Wolfsburg,2,2,D,1,2,A,asd,11,14,3,4,18,13,6,9,3,1,0,1
D1,18/05/13,0:00:00,Freiburg,Schalke 04,1,2,A,0,1,A,asd,14,12,3,3,16,14,5,2,2,1,0,0
D1,18/05/13,0:00:00,Hamburg,Leverkusen,0,1,A,0,0,D,asd,13,15,1,7,17,13,2,6,4,2,0,0
D1,18/05/13,0:00:00,Hannover,Fortuna Dusseldorf,3,0,H,1,0,H,asd,15,13,6,2,15,14,7,4,1,3,0,0
D1,18/05/13,0:00:00,M'gladbach,Bayern Munich,3,4,A,3,2,H,asd,11,26,5,13,7,7,1,10,0,0,0,0
D1,18/05/13,0:00:00,Nurnberg,Werder Bremen,3,2,H,0,1,A,asd,16,18,5,4,16,12,3,2,2,0,0,0
D1,18/05/13,0:00:00,Stuttgart,Mainz,2,2,D,2,2,D,asd,10,15,3,3,17,13,5,5,2,0,0,0
D1,9/8/2013,0:00:00,Bayern Munich,M'gladbach,3,1,H,2,1,H,asd,26,11,9,4,12,11,6,4,1,3,0,0
D1,10/8/2013,0:00:00,Augsburg,Dortmund,0,4,A,0,1,A,asd,11,13,4,9,18,12,5,6,2,0,0,0
D1,10/8/2013,0:00:00,Braunschweig,Werder Bremen,0,1,A,0,0,D,asd,13,12,3,4,10,18,2,7,1,0,0,0
D1,10/8/2013,0:00:00,Hannover,Wolfsburg,2,0,H,1,0,H,asd,20,15,8,4,28,11,7,2,4,0,0,2
D1,10/8/2013,0:00:00,Hertha,Ein Frankfurt,6,1,H,2,1,H,asd,16,10,9,4,19,18,5,4,0,2,0,0
D1,10/8/2013,0:00:00,Hoffenheim,Nurnberg,2,2,D,1,0,H,asd,23,12,8,5,17,17,6,9,1,4,0,0
D1,10/8/2013,0:00:00,Leverkusen,Freiburg,3,1,H,1,1,D,asd,18,8,6,3,11,16,5,2,2,2,0,0
D1,11/8/2013,0:00:00,Mainz,Stuttgart,3,2,H,1,1,D,asd,9,15,7,10,15,13,2,8,2,4,0,0
D1,11/8/2013,0:00:00,Schalke 04,Hamburg,3,3,D,2,2,D,asd,19,16,8,6,15,11,3,7,1,2,0,0
D1,17/08/13,0:00:00,Ein Frankfurt,Bayern Munich,0,1,A,0,1,A,asd,9,15,3,7,9,17,6,5,1,1,0,0
D1,17/08/13,0:00:00,Freiburg,Mainz,1,2,A,0,0,D,asd,9,12,3,8,17,7,2,4,0,3,0,0
D1,17/08/13,0:00:00,Hamburg,Hoffenheim,1,5,A,1,1,D,asd,8,18,4,7,15,22,2,4,2,2,0,0
D1,17/08/13,0:00:00,M'gladbach,Hannover,3,0,H,1,0,H,asd,17,16,8,4,9,19,1,3,1,4,0,0
D1,17/08/13,0:00:00,Stuttgart,Leverkusen,0,1,A,0,1,A,asd,17,13,3,3,13,15,10,3,3,2,0,0
D1,17/08/13,0:00:00,Werder Bremen,Augsburg,1,0,H,1,0,H,asd,5,20,2,4,16,14,3,7,3,4,0,0
D1,17/08/13,0:00:00,Wolfsburg,Schalke 04,4,0,H,0,0,D,asd,20,6,8,2,18,16,11,3,0,2,0,0
D1,18/08/13,0:00:00,Dortmund,Braunschweig,2,1,H,0,0,D,asd,24,8,6,3,8,12,4,3,0,1,0,0
D1,18/08/13,0:00:00,Nurnberg,Hertha,2,2,D,1,0,H,asd,11,12,5,5,16,17,4,5,5,2,0,0
D1,23/08/13,0:00:00,Dortmund,Werder Bremen,1,0,H,0,0,D,asd,32,7,8,1,14,13,7,2,0,0,0,0
D1,24/08/13,0:00:00,Bayern Munich,Nurnberg,2,0,H,0,0,D,asd,26,5,9,1,13,8,10,1,3,1,0,0
D1,24/08/13,0:00:00,Hannover,Schalke 04,2,1,H,2,0,H,asd,14,8,6,2,19,23,7,1,2,0,1,2
D1,24/08/13,0:00:00,Hertha,Hamburg,1,0,H,0,0,D,asd,16,15,5,7,16,18,6,9,1,4,0,0
D1,24/08/13,0:00:00,Hoffenheim,Freiburg,3,3,D,2,2,D,asd,13,11,5,6,15,22,2,4,1,3,1,3
D1,24/08/13,0:00:00,Leverkusen,M'gladbach,4,2,H,2,0,H,asd,19,10,11,3,10,14,7,3,0,1,0,0
D1,24/08/13,0:00:00,Mainz,Wolfsburg,2,0,H,0,0,D,asd,12,16,4,6,16,15,2,5,3,1,0,1
D1,25/08/13,0:00:00,Augsburg,Stuttgart,2,1,H,2,1,H,asd,17,9,5,2,19,18,9,7,2,3,0,1
D1,25/08/13,0:00:00,Braunschweig,Ein Frankfurt,0,2,A,0,0,D,asd,9,20,4,4,12,18,2,8,2,1,0,0
D1,27/08/13,0:00:00,Freiburg,Bayern Munich,1,1,D,0,1,A,asd,8,17,3,8,17,10,3,6,2,1,0,0
D1,31/08/13,0:00:00,Hamburg,Braunschweig,4,0,H,2,0,H,asd,26,17,13,5,19,21,7,2,1,4,0,0
D1,31/08/13,0:00:00,Hannover,Mainz,4,1,H,2,1,H,asd,16,13,5,2,19,10,5,3,3,1,0,0
D1,31/08/13,0:00:00,M'gladbach,Werder Bremen,4,1,H,1,0,H,asd,20,10,8,2,13,13,1,5,3,0,0,0
D1,31/08/13,0:00:00,Nurnberg,Augsburg,0,1,A,0,0,D,asd,7,24,1,7,10,18,2,12,4,2,1,0
D1,31/08/13,0:00:00,Schalke 04,Leverkusen,2,0,H,1,0,H,asd,12,11,3,1,14,18,2,6,0,3,0,0
D1,31/08/13,0:00:00,Wolfsburg,Hertha,2,0,H,2,0,H,asd,18,8,6,4,16,15,2,2,1,2,0,0
D1,1/9/2013,0:00:00,Ein Frankfurt,Dortmund,1,2,A,1,1,D,asd,17,16,4,8,6,19,8,6,1,2,0,0
D1,1/9/2013,0:00:00,Stuttgart,Hoffenheim,6,2,H,3,1,H,asd,13,12,7,3,20,20,3,5,2,2,0,0
D1,13/09/13,0:00:00,Hertha,Stuttgart,0,1,A,0,0,D,asd,19,8,8,5,13,12,7,4,1,1,0,0
D1,14/09/13,0:00:00,Augsburg,Freiburg,2,1,H,0,0,D,asd,14,5,6,1,16,21,10,3,1,2,0,0
D1,14/09/13,0:00:00,Bayern Munich,Hannover,2,0,H,0,0,D,asd,18,13,8,2,14,12,13,4,3,3,0,0
D1,14/09/13,0:00:00,Dortmund,Hamburg,6,2,H,2,1,H,asd,32,4,14,2,11,19,7,2,0,4,0,0
D1,14/09/13,0:00:00,Leverkusen,Wolfsburg,3,1,H,1,1,D,asd,14,14,7,5,17,12,4,3,2,2,0,1
D1,14/09/13,0:00:00,Mainz,Schalke 04,0,1,A,0,1,A,asd,14,10,0,5,15,19,1,5,1,3,0,0
D1,14/09/13,0:00:00,Werder Bremen,Ein Frankfurt,0,3,A,0,2,A,asd,12,14,4,6,14,13,5,10,2,0,1,0
D1,15/09/13,0:00:00,Braunschweig,Nurnberg,1,1,D,0,1,A,asd,23,9,7,2,17,18,6,3,3,2,0,0
D1,15/09/13,0:00:00,Hoffenheim,M'gladbach,2,1,H,1,0,H,asd,10,16,4,3,16,7,2,3,3,2,0,0
D1,20/09/13,0:00:00,M'gladbach,Braunschweig,4,1,H,2,0,H,asd,13,12,7,3,11,12,0,1,1,2,0,1
D1,21/09/13,0:00:00,Hamburg,Werder Bremen,0,2,A,0,1,A,asd,19,16,7,6,15,18,4,6,2,4,0,0
D1,21/09/13,0:00:00,Hannover,Augsburg,2,1,H,0,0,D,asd,15,12,8,2,21,18,8,1,3,4,0,0
D1,21/09/13,0:00:00,Mainz,Leverkusen,1,4,A,0,3,A,asd,14,13,2,5,14,11,4,4,1,1,0,0
D1,21/09/13,0:00:00,Nurnberg,Dortmund,1,1,D,0,1,A,asd,10,18,3,6,7,12,3,9,1,2,0,0
D1,21/09/13,0:00:00,Schalke 04,Bayern Munich,0,4,A,0,2,A,asd,10,14,1,5,7,6,5,5,1,0,0,0
D1,21/09/13,0:00:00,Wolfsburg,Hoffenheim,2,1,H,1,1,D,asd,15,7,6,2,15,20,6,6,1,4,0,0
D1,22/09/13,0:00:00,Freiburg,Hertha,1,1,D,1,1,D,asd,8,8,2,4,22,12,9,2,2,4,0,0
D1,22/09/13,0:00:00,Stuttgart,Ein Frankfurt,1,1,D,1,1,D,asd,14,16,4,4,10,13,4,7,3,2,0,0
D1,27/09/13,0:00:00,Augsburg,M'gladbach,2,2,D,1,1,D,asd,20,8,5,3,9,13,3,3,2,3,0,0
D1,28/09/13,0:00:00,Bayern Munich,Wolfsburg,1,0,H,0,0,D,asd,11,4,4,2,12,24,8,2,2,1,0,0
D1,28/09/13,0:00:00,Dortmund,Freiburg,5,0,H,2,0,H,asd,27,2,13,2,13,11,10,0,0,1,0,1
D1,28/09/13,0:00:00,Ein Frankfurt,Hamburg,2,2,D,1,1,D,asd,9,11,5,3,21,16,9,6,2,1,0,0
D1,28/09/13,0:00:00,Hertha,Mainz,3,1,H,0,1,A,asd,9,7,4,5,27,20,5,5,1,4,0,0
D1,28/09/13,0:00:00,Hoffenheim,Schalke 04,3,3,D,1,3,A,asd,12,12,6,5,23,24,2,7,3,2,0,0
D1,28/09/13,0:00:00,Leverkusen,Hannover,2,0,H,2,0,H,asd,19,8,8,2,12,17,4,9,0,0,0,0
D1,29/09/13,0:00:00,Braunschweig,Stuttgart,0,4,A,0,1,A,asd,10,15,2,8,12,19,8,4,0,1,0,0
D1,29/09/13,0:00:00,Werder Bremen,Nurnberg,3,3,D,2,1,H,asd,15,17,7,8,16,9,4,4,2,2,0,0
D1,4/10/2013,0:00:00,Hannover,Hertha,1,1,D,1,0,H,asd,14,10,5,2,18,21,8,9,3,3,0,0
D1,5/10/2013,0:00:00,Leverkusen,Bayern Munich,1,1,D,1,1,D,asd,5,27,3,11,15,8,2,14,1,1,0,0
D1,5/10/2013,0:00:00,Mainz,Hoffenheim,2,2,D,0,2,A,asd,17,14,8,5,23,16,7,1,2,2,0,0
D1,5/10/2013,0:00:00,M'gladbach,Dortmund,2,0,H,0,0,D,asd,6,27,3,8,8,9,1,9,2,2,0,1
D1,5/10/2013,0:00:00,Schalke 04,Augsburg,4,1,H,2,1,H,asd,13,10,6,3,9,10,2,3,1,3,0,1
D1,5/10/2013,0:00:00,Stuttgart,Werder Bremen,1,1,D,1,1,D,asd,20,7,6,2,11,9,13,1,1,2,0,0
D1,5/10/2013,0:00:00,Wolfsburg,Braunschweig,0,2,A,0,1,A,asd,17,7,3,3,21,26,7,2,2,3,0,0
D1,6/10/2013,0:00:00,Freiburg,Ein Frankfurt,1,1,D,0,0,D,asd,13,11,4,5,12,20,7,10,3,2,0,1
D1,6/10/2013,0:00:00,Nurnberg,Hamburg,0,5,A,0,1,A,asd,7,16,2,13,16,15,5,4,1,0,0,0
D1,18/10/13,0:00:00,Hoffenheim,Leverkusen,1,2,A,0,1,A,asd,20,12,8,4,12,18,8,10,0,4,0,0
D1,19/10/13,0:00:00,Bayern Munich,Mainz,4,1,H,0,1,A,asd,18,13,6,4,12,14,8,5,1,0,0,0
D1,19/10/13,0:00:00,Braunschweig,Schalke 04,2,3,A,1,1,D,asd,14,14,4,6,13,21,1,9,0,1,0,0
D1,19/10/13,0:00:00,Dortmund,Hannover,1,0,H,1,0,H,asd,18,10,8,5,11,15,10,2,1,3,0,0
D1,19/10/13,0:00:00,Ein Frankfurt,Nurnberg,1,1,D,0,0,D,asd,15,10,3,4,22,14,6,1,2,3,0,0
D1,19/10/13,0:00:00,Hertha,M'gladbach,1,0,H,1,0,H,asd,5,13,2,4,15,14,7,5,2,1,0,1
D1,19/10/13,0:00:00,Werder Bremen,Freiburg,0,0,D,0,0,D,asd,18,11,4,2,21,12,7,8,1,2,0,0
D1,20/10/13,0:00:00,Augsburg,Wolfsburg,1,2,A,1,2,A,asd,11,13,8,6,21,18,3,2,2,3,0,0
D1,20/10/13,0:00:00,Hamburg,Stuttgart,3,3,D,1,2,A,asd,20,9,6,3,16,12,10,0,1,2,0,1
D1,25/10/13,0:00:00,Stuttgart,Nurnberg,1,1,D,1,1,D,asd,10,7,4,6,11,15,2,4,2,1,0,0
D1,26/10/13,0:00:00,Bayern Munich,Hertha,3,2,H,1,1,D,asd,13,10,5,5,10,13,4,5,3,4,0,0
D1,26/10/13,0:00:00,Hannover,Hoffenheim,1,4,A,0,2,A,asd,11,10,3,5,21,11,8,1,3,2,2,0
D1,26/10/13,0:00:00,Leverkusen,Augsburg,2,1,H,1,1,D,asd,24,11,7,1,7,9,13,7,1,3,0,0
D1,26/10/13,0:00:00,Mainz,Braunschweig,2,0,H,1,0,H,asd,9,6,3,1,25,17,0,8,2,3,0,0
D1,26/10/13,0:00:00,Schalke 04,Dortmund,1,3,A,0,1,A,asd,12,10,5,8,11,12,2,2,3,1,0,0
D1,26/10/13,0:00:00,Wolfsburg,Werder Bremen,3,0,H,1,0,H,asd,19,8,12,2,12,17,5,4,1,2,0,0
D1,27/10/13,0:00:00,Freiburg,Hamburg,0,3,A,0,1,A,asd,9,17,2,7,14,12,4,4,2,1,0,0
D1,27/10/13,0:00:00,M'gladbach,Ein Frankfurt,4,1,H,2,1,H,asd,13,11,4,4,8,13,1,3,2,4,0,0
D1,1/11/2013,0:00:00,Dortmund,Stuttgart,6,1,H,2,1,H,asd,17,3,10,1,15,4,6,1,1,0,0,0
D1,2/11/2013,0:00:00,Braunschweig,Leverkusen,1,0,H,0,0,D,asd,17,16,7,8,12,21,4,4,2,2,0,1
D1,2/11/2013,0:00:00,Ein Frankfurt,Wolfsburg,1,2,A,1,1,D,asd,10,10,5,3,15,16,8,1,3,2,0,0
D1,2/11/2013,0:00:00,Hamburg,M'gladbach,0,2,A,0,1,A,asd,17,8,8,4,11,12,7,2,0,2,0,0
D1,2/11/2013,0:00:00,Hertha,Schalke 04,0,2,A,0,1,A,asd,18,11,9,5,21,18,6,4,3,1,0,0
D1,2/11/2013,0:00:00,Hoffenheim,Bayern Munich,1,2,A,1,1,D,asd,7,17,3,7,20,16,6,4,2,0,0,0
D1,2/11/2013,0:00:00,Nurnberg,Freiburg,0,3,A,0,0,D,asd,20,14,12,8,10,15,9,5,0,1,0,1
D1,3/11/2013,0:00:00,Augsburg,Mainz,2,1,H,1,0,H,asd,19,11,7,4,13,21,6,3,3,3,0,1
D1,3/11/2013,0:00:00,Werder Bremen,Hannover,3,2,H,2,2,D,asd,12,18,6,6,20,24,3,6,3,4,0,0
D1,8/11/2013,0:00:00,Hannover,Braunschweig,0,0,D,0,0,D,asd,19,8,6,1,27,16,6,2,1,1,0,0
D1,9/11/2013,0:00:00,Bayern Munich,Augsburg,3,0,H,2,0,H,asd,23,6,9,0,12,11,9,4,0,0,0,0
D1,9/11/2013,0:00:00,Hoffenheim,Hertha,2,3,A,0,1,A,asd,9,11,7,5,22,20,3,3,2,2,0,0
D1,9/11/2013,0:00:00,Leverkusen,Hamburg,5,3,H,2,1,H,asd,20,11,7,6,12,19,3,6,3,4,0,0
D1,9/11/2013,0:00:00,M'gladbach,Nurnberg,3,1,H,0,1,A,asd,12,19,4,3,8,18,6,3,2,2,0,0
D1,9/11/2013,0:00:00,Schalke 04,Werder Bremen,3,1,H,0,1,A,asd,17,9,6,3,16,19,6,2,2,4,0,0
D1,9/11/2013,0:00:00,Wolfsburg,Dortmund,2,1,H,0,1,A,asd,10,12,4,2,13,19,5,2,2,4,0,0
D1,10/11/2013,0:00:00,Freiburg,Stuttgart,1,3,A,0,2,A,asd,19,10,5,7,7,13,7,2,2,1,0,0
D1,10/11/2013,0:00:00,Mainz,Ein Frankfurt,1,0,H,0,0,D,asd,20,14,9,4,20,17,6,6,4,1,0,0
D1,22/11/13,0:00:00,Stuttgart,M'gladbach,0,2,A,0,1,A,asd,9,19,2,11,14,10,1,5,0,2,0,0
D1,23/11/13,0:00:00,Augsburg,Hoffenheim,2,0,H,2,0,H,asd,16,8,5,3,14,24,5,4,2,3,0,0
D1,23/11/13,0:00:00,Braunschweig,Freiburg,0,1,A,0,0,D,asd,21,8,7,2,14,17,6,1,3,1,0,0
D1,23/11/13,0:00:00,Dortmund,Bayern Munich,0,3,A,0,0,D,asd,7,10,4,5,7,13,2,3,2,3,0,0
D1,23/11/13,0:00:00,Ein Frankfurt,Schalke 04,3,3,D,0,2,A,asd,15,13,8,9,22,20,5,1,4,0,0,0
D1,23/11/13,0:00:00,Hertha,Leverkusen,0,1,A,0,1,A,asd,12,4,2,2,15,14,9,1,1,1,0,0
D1,23/11/13,0:00:00,Nurnberg,Wolfsburg,1,1,D,0,1,A,asd,11,23,6,6,19,17,3,5,1,1,0,0
D1,24/11/13,0:00:00,Hamburg,Hannover,3,1,H,1,1,D,asd,19,11,9,4,19,24,7,3,3,2,0,1
D1,24/11/13,0:00:00,Werder Bremen,Mainz,2,3,A,0,2,A,asd,24,18,8,7,18,22,7,9,1,2,0,0
D1,29/11/13,0:00:00,Wolfsburg,Hamburg,1,1,D,1,1,D,asd,20,17,4,8,16,12,2,3,4,1,0,0
D1,30/11/13,0:00:00,Bayern Munich,Braunschweig,2,0,H,2,0,H,asd,18,8,8,3,9,17,6,3,0,0,0,0
D1,30/11/13,0:00:00,Hertha,Augsburg,0,0,D,0,0,D,asd,9,2,2,0,16,22,6,3,1,1,0,0
